,start_pin,destination_pin,travel_distance,Quantity (In TON),amount
28566,518508,517001,317,34.32,205920.0
28567,518508,517408,332,5.0,76006.4
28568,518508,560064,391,46.0,408296.0
28569,518508,560103,418,33.18,218988.0
28570,518508,587111,369,25.24,878755.84
28571,518508,600002,438,40.58,509279.0
28572,518508,636453,578,41.22,309150.0
28573,518508,636905,591,20.0,446003.2
28574,518508,639002,701,34.82,149308.16
28575,518508,682017,935,30.38,132213.76
28576,521175,503001,372,39.62,237720.0
28577,521175,505402,337,34.08,231744.0
28578,521175,509102,401,34.6,401360.0
28579,521175,531036,450,31.0,849400.4
28580,521175,535579,570,39.7,254080.0
28581,521175,751019,888,2.0,14466.05
28582,521228,533407,327,32.0,679680.0
28583,521457,445001,618,30.5,658800.0
28584,521457,530031,468,2634.7,9132028.28
28585,521457,531126,377,31.0,235604.0
28587,521457,535204,537,20.0,140000.0
28588,521457,600019,532,29.94,190360.0
28589,521457,600019,532,29.99,582223.0
28590,521457,600019,532,35.05,897346.0
28591,521457,713347,1388,392.4,5572080.0
28592,521457,761003,753,36.0,226797.0
28593,521457,855107,1823,131.8,1977000.02
28594,522414,494111,389,35.0,317799.77
28595,522414,431005,761,4.0,32800.06
28596,522414,505526,388,36.09,227730.78999999998
28597,522414,517641,376,31.43,128737.28
28598,522414,600063,472,0.4,1696.0
28599,522421,431601,470,35.0,2355500.22
28600,522421,502110,317,41.1,271260.01
28601,522421,506006,337,35.03,238204.01
28602,522421,516101,454,10.0,116260.08
28603,522421,516101,454,32.0,628448.48
28604,522421,516101,454,35.0,231455.17
28605,522421,635103,630,36.0,144000.0
28606,522426,524002,309,17.0,923102.0
28607,522426,524002,309,22.0,330002.0
28608,522426,524132,372,15.0,105001.0
28609,522426,524305,304,15.0,105001.0
28610,522426,524320,318,32.0,166400.0
28611,522437,531173,510,1.5,16800.0
28612,522437,533445,386,32.0,998400.0
28613,522437,600044,454,34.3,219520.0
28614,522437,600057,433,35.0,241499.99
28615,522437,603396,470,35.02,220626.0
28616,522437,751001,931,11.0,77000.0
28617,522437,764039,656,34.44,303072.0
28618,522614,501203,307,1.6,201600.0
28619,522614,509104,314,0.2,102000.0
28620,522614,509381,367,34.1,197780.0
28621,522614,535240,544,34.82,142762.0
28622,530009,522413,487,36.0,683156.87
28624,531031,760003,307,21.0,85259.87
28625,531031,765026,322,6.0,38400.0
28626,531055,494553,406,1.0,4419.84
28627,531055,761110,361,19.0,111364.2
28628,531055,761133,398,13.0,716452.8200000001
28629,531055,764051,313,21.0,2735927.0300000003
28630,531055,765015,319,22.0,401161.74
28631,531055,766110,373,16.0,111680.0
28633,561213,603202,342,17.0,110500.0
28634,561213,683502,622,39.14,209211.13
28635,561213,683502,622,42.0,210848.4
28636,562149,400067,1023,10.0,84000.0
28637,577501,571314,320,11.0,77000.01
28638,583115,575007,466,31.0,570242.35
28639,583115,575010,462,27.0,213300.0
28640,583228,581421,350,24.66,177552.0
28641,583275,415511,533,15.0,112204.8
28642,583275,571617,433,32.0,281600.0
28643,583275,671321,481,36.17,260424.0
28644,583275,683555,380,35.0,281971.2
28645,584133,580023,322,36.75,230496.0
28646,585211,410218,550,34.86,1127121.42
28647,585211,411046,441,34.96,524400.4400000001
28648,585211,412303,413,29.52,221399.81
28649,585211,412411,529,16.0,115200.0
28650,585211,416109,331,35.18,237816.81
28651,585211,422002,582,29.18,215932.01
28652,585211,431203,471,25.0,175000.0
28653,585211,431515,304,15.0,110999.04000000001
28654,585211,560067,537,452.3,3862642.0
28655,585211,580030,355,30.52,206315.21
28656,585211,581204,369,34.5,231149.78999999998
28657,585211,582116,365,26.0,150800.0
28658,585222,410206,559,28.82,259380.03000000003
28659,585222,410221,557,34.92,290534.4
28660,585222,411024,458,34.95,527745.01
28661,585222,411028,437,34.86,261450.0
28662,585222,411028,437,35.13,263475.0
28663,585222,411033,465,30.49,228675.0
28664,585222,411060,442,34.9,261750.0
28665,585222,412207,434,32.0,240000.0
28666,585222,412219,380,20.82,66624.0
28667,585222,412219,380,30.53,97696.0
28668,585222,412219,380,30.73,196672.0
28669,585222,412219,380,34.85,111520.0
28670,585222,412219,380,35.08,336768.0
28671,585222,412219,380,40.23,128736.0
28672,585222,412219,380,40.42,129344.0
28673,585222,413526,318,5.0,73700.01
28674,585222,416410,310,31.0,1116000.0
28675,585222,416702,565,6.0,24576.0
28676,585222,422001,590,29.14,384648.18
28677,585222,422010,600,34.2,232560.0
28678,585222,431516,323,10.0,76600.32
28679,585222,431804,471,29.57,178602.8
28680,585222,504001,469,10.0,68999.68
28681,585222,524341,539,31.0,220099.84
28682,585222,571424,713,10.0,86000.0
28683,585222,571428,673,10.0,80999.68
28684,585222,581205,435,15.0,235499.52
28685,585222,591106,448,31.0,220100.01
28686,585225,400702,610,24.0,190080.0
28687,585225,403001,521,33.09,179162.5
28688,585292,583101,304,1632.5,8137637.03
28689,585305,396001,798,25.0,280499.2
28690,585305,394601,879,34.0,293760.0
28691,585305,431203,435,5.5,26296.920000000002
28692,585305,574201,884,37.1,259700.0
28693,585305,583231,329,5.0,36633.58
28694,585305,583231,329,12.0,84000.0
28695,585320,410505,522,30.4,226784.0
28696,585320,412201,461,34.26,154170.65000000002
28697,585320,412202,449,34.86,156870.67
28698,585320,412202,449,35.61,320491.36
28699,585320,581318,523,10.0,75600.0
28700,585320,591115,458,31.0,223201.0
28701,587122,577213,370,22.0,200200.01
28702,591136,411019,384,36.0,241200.0
28703,591136,415718,320,26.0,189800.0
28704,591136,574229,571,40.72,309472.0
28705,591136,574242,523,38.0,326800.0
28706,591136,577201,339,3.0,36960.9
28708,600039,744101,1426,13.0,96200.0
28709,620018,600099,326,10.0,74000.0
28710,621651,600039,331,39.96,255744.0
28711,621651,600056,313,39.78,278460.0
28712,621651,629159,438,25.0,195000.0
28713,621651,629201,417,35.0,383933.1
28714,621651,682006,428,31.0,260400.0
28715,621704,629165,467,10.0,243000.24
28716,621704,678731,322,29.0,2999764.17
28717,621705,600052,316,39.7,246140.0
28718,621705,691301,480,1.0,92000.0
28719,621705,695036,511,35.0,191464.0
28720,621707,560067,406,35.0,386046.33
28721,621707,576102,819,25.0,663538.64
28722,621713,570026,529,19.0,129679.1
28723,621713,572101,466,11.0,70855.06999999999
28724,621713,627007,380,15.0,117000.0
28725,621713,627106,461,10.9,72594.0
28726,621713,627106,461,17.12,114019.2
28727,621713,635109,344,15.0,67204.65
28728,621713,643001,352,21.32,153504.0
28729,621713,686664,490,29.3,205100.01
28730,621729,626127,317,35.88,250944.72
28731,621729,626127,317,45.49,163800.39
28732,621729,626127,317,46.11,166032.89
28733,621729,641023,305,20.0,130000.0
28734,621730,563101,411,40.28,273904.0
28735,621730,571440,344,19.0,634415.1499999999
28736,621730,575011,733,3.0,132000.04
28737,621730,626125,320,17.0,221000.02000000002
28738,621730,627108,434,30.0,378000.0
28739,621730,628401,369,20.0,276800.0
28740,621730,628712,347,11.0,144100.01
28741,621730,670643,584,39.84,334656.0
28742,621730,686101,473,30.24,254016.0
28743,621730,686533,466,4.0,69600.0
28744,621730,686533,466,38.66,224228.01
28745,624703,571114,332,15.0,376499.97
28746,624703,571606,472,39.86,271048.0
28747,624703,635110,311,25.0,1730700.9
28748,624703,683585,329,31.0,1822308.1099999999
28749,636115,671315,529,30.0,185597.57
28750,700002,833210,369,6.4,36864.0
28751,713148,804408,383,15.0,120900.0
28752,721129,742235,304,30.0,261374.88
28753,721147,741152,331,25.0,160000.0
28754,721212,400002,1942,1.0,8281.26
28755,722183,781315,811,1269.0,8527680.0
28756,723121,743372,322,16.0,258560.0
28757,735102,733145,354,5.0,75300.0
28758,735102,813102,334,5.0,74700.0
28759,742212,782480,947,1263.0,9093600.0
28760,751006,768111,313,20.0,127600.0
28761,755024,811201,732,42.14,257054.0
28762,755026,752089,305,30.0,646800.0
28763,756001,768201,452,31.25,520000.0
28764,764039,754027,533,29.43,97943.04000000001
28765,766012,754211,440,30.0,300000.0
28766,768004,757038,309,10.0,75313.56
28767,768038,754024,328,1362.0,4408902.96
28768,768038,756029,487,1113.0,3770978.67
28769,768038,760008,358,15.0,273345.0
28770,768202,755019,344,981.0,4884928.74
28771,768202,756001,458,57.0,259677.18
28772,769001,495671,310,27.3,160742.4
28773,770017,827014,354,35.0,116952.64
28774,770018,752068,382,17.5,229778.5
28775,770018,755026,341,31.96,1276354.56
28776,781001,791112,405,0.15,12204.53
28778,781006,791111,340,19.6,188160.0
28779,781022,786125,481,30.0,477000.2
28780,781022,786602,468,15.0,291000.18
28781,781023,785107,307,6.0,59760.0
28782,781023,786003,428,0.25,2394.99
28783,781023,786003,428,25.0,242500.0
28784,781023,786181,508,20.0,134000.12
28785,781023,786610,428,0.4,3768.01
28786,781023,787055,368,30.0,295800.01
28787,781025,311601,2082,6.0,1981440.0
28788,781031,784165,314,15.0,593100.01
28789,781031,787001,363,10.0,99600.0
28790,782140,795002,389,30.0,244800.0
28791,782402,787032,366,22.5,226350.0
28792,782446,783380,357,25.0,887655.79
28793,782446,785692,357,12.5,1778500.0
28794,782446,787054,304,25.0,1141500.0
28795,783334,781038,314,1.5,32288.5
28796,784160,791122,395,9.0,1141200.0
28797,787059,791122,363,12.0,8096370.29
28798,791123,781006,351,40.0,320000.0
28799,793200,783331,464,24.0,201600.0
28800,793200,783380,367,30.0,589200.38
28801,793200,784163,510,25.08,149276.16
28802,793200,785001,455,34.0,612013.05
28803,793200,799001,371,35.0,301000.0
28804,793210,735102,616,24.02,617997.6
28805,793210,735102,616,29.01,536092.53
28806,793210,782140,324,34.14,196646.4
28807,793210,782140,324,41.08,236620.8
28808,793210,782140,324,43.48,250444.8
28809,793210,782140,324,44.95,258912.0
28810,793210,799001,355,24.0,384000.0
28811,793210,799145,472,24.0,244800.0
28812,796101,796290,324,6.5,69030.0
28813,796101,796321,309,20.0,960000.0
28814,801305,855107,334,1108.2,5306615.7
28815,802158,812001,318,20.0,312000.28
28816,803101,845101,314,6.5,45890.0
28817,821105,843315,350,25.0,1321370.55
28818,821303,843320,328,4.0,115600.0
28819,823001,841428,308,4.6,36988.42
28820,823001,841437,371,20.0,160819.2
28821,824101,845106,369,18.0,1080000.0
28822,824101,854105,423,319.5,1278000.0
28823,825406,334003,1450,12.9,92880.0
28824,827014,802133,395,15.0,425700.0
28825,827014,821109,342,35.0,8318235.68
28826,827014,822120,346,35.0,1558200.0
28827,827014,843301,446,505.2,5173248.0
28828,828124,846001,450,186.0,3587488.48
28829,831016,803201,435,499.2,1843306.0
28830,831016,822114,354,15.0,113400.0
28831,831016,822115,406,30.0,1503513.6
28832,832302,814145,313,32.0,144000.0
28833,833210,735101,647,699.0,3578880.0
28834,833210,822121,432,10.0,480000.0
28835,841226,852127,402,3.5,25970.03
28836,841226,852219,429,19.0,147059.94
28838,852113,825123,800,8.0,117120.0
28839,123305,152031,338,20.0,940800.0
28840,124106,143401,507,28.0,284760.0
28841,124146,151103,324,10.0,79000.25
28842,124146,262401,349,30.0,231000.25
28843,127022,133204,316,19.0,425220.0
28844,127022,247001,319,10.0,158400.0
28845,140113,176309,418,24.11,153098.5
28846,140113,176309,418,24.25,153987.5
28847,140113,243001,525,527.2,2690472.4899999998
28848,140113,246444,470,21.8,154780.0
28849,140113,246444,470,22.48,159608.0
28850,140113,249192,311,33.29,233030.0
28851,142038,248001,347,27.5,357499.99
28852,171102,151002,349,12.04,314279.07
28853,175018,172114,345,10.5,74823.0
28854,175027,172114,330,10.0,231780.0
28855,180010,194302,704,18.7,145860.0
28856,181133,182204,313,19.0,2382600.07
28857,181133,182204,313,24.5,2866699.9699999997
28858,181133,194101,948,10.9,87200.0
28859,184101,185101,326,18.0,142200.01
28860,184102,185121,305,8.0,96000.0
28861,184151,185101,326,7.5,57750.0
28862,190019,194201,574,5.0,67240.0
28863,202127,209821,480,15.0,236400.02
28864,202127,229302,518,10.0,78400.0
28865,210341,224204,322,32.0,801920.0
28866,210341,231225,460,30.0,231600.0
28867,210341,242405,374,10.0,148000.0
28868,210341,272165,417,25.0,214000.0
28870,212107,209881,310,10.0,634400.1599999999
28871,212107,284302,405,30.0,431400.2
28872,212107,285001,354,15.0,1560601.1
28873,221405,110041,814,15.75,159264.0
28874,224001,306107,911,16.0,92160.0
28875,224238,242401,378,15.0,119100.11
28876,226007,311601,749,302.5,1997952.0
28878,227409,233225,356,10.0,342800.0
28879,227409,242307,313,25.0,538500.0
28880,227409,277001,401,25.0,617452.68
28881,227409,284003,378,6.0,35975.48
28882,229303,243720,406,31.0,187707.48
28883,229303,273202,347,17.0,137201.9
28884,229303,274302,423,20.0,167600.0
28885,229303,283121,426,25.0,181500.0
28886,229303,283135,317,31.0,250191.7
28887,229303,284003,372,16.0,50481.12
28888,231304,226101,411,30.0,343125.0
28889,231304,272205,324,7.0,57680.0
28890,231311,271870,388,42.0,265781.04
28891,231311,274407,333,22.5,357300.0
28892,231311,285001,475,25.0,2106578.75
28893,263139,262554,329,14.0,104337.56
28894,273308,222202,326,35.22,182580.48
28895,273308,229301,360,43.02,228522.24
28896,284121,205265,344,20.0,165085.0
28897,284121,243001,572,131.8,5463373.6
28898,284121,261136,444,36.0,317012.0
28899,284121,273004,580,65.9,328511.5
28900,285001,221314,419,31.0,584034.0599999999
28901,285001,224149,443,42.0,284928.0
28902,301701,251314,308,20.0,154640.63
28903,301707,474001,339,10.0,250880.0
28904,303108,328026,313,21.0,183960.01
28905,303108,335526,423,22.5,166500.01
28906,305901,243001,752,63.9,2404684.8
28907,305901,282001,431,527.2,39679180.8
28908,305901,301707,388,44.21,309470.0
28909,305901,314025,361,17.0,106624.0
28910,305901,325601,340,10.0,77400.32
28911,305901,360490,809,42.0,306599.68
28912,305901,383001,387,34.5,432768.0
28913,305901,385535,404,17.0,132259.84
28914,305901,387620,555,42.0,650160.64
28915,305901,453441,508,35.0,199499.74000000002
28916,305901,454446,565,22.0,320760.0
28917,305901,456771,436,41.5,1358544.0
28918,305901,473287,518,26.0,171600.0
28919,305901,476224,440,30.0,428999.68
28920,305901,477447,676,5.0,36200.0
28921,306107,122107,417,43.0,563299.38
28922,306107,122508,421,15.0,228600.32
28923,306107,131001,491,42.0,8138929.28
28924,306107,132001,574,42.0,24437779.64
28925,306107,140406,648,42.0,294000.29000000004
28926,306107,203205,528,41.54,186099.2
28927,306107,203205,528,46.29,622137.6
28928,306107,203205,528,46.97,210425.6
28929,306107,244921,684,20.0,522400.0
28930,306107,301707,386,45.58,1914360.0
28931,306107,301707,386,45.87,642180.0
28932,306107,301707,386,46.64,326480.0
28933,306107,321608,326,33.0,259380.48
28934,306107,325205,316,45.36,235781.41999999998
28935,306107,325601,315,42.0,210000.0
28936,306107,334001,416,45.0,274499.83999999997
28937,306107,335804,418,41.63,145705.0
28938,306107,335804,418,45.28,1426320.0
28939,306107,335804,418,45.98,1448370.0
28940,306107,335804,418,49.13,171955.0
28941,306107,343030,343,45.26,271559.71
28942,306107,343032,320,20.0,281999.36
28943,306107,344011,353,30.0,239399.68
28944,306107,345027,414,35.0,182000.0
28945,306308,126116,611,44.0,348479.52
28946,306308,127306,471,38.11,147472.0
28947,306308,127306,471,40.19,311042.0
28948,306308,127306,471,41.36,160049.0
28949,306308,131001,554,42.21,278586.0
28950,306308,135003,712,15.0,241800.2
28951,306308,246701,714,42.5,2282760.0
28952,306308,301701,378,44.0,0.0
28953,306308,307026,306,10.0,71400.0
28954,306709,151201,596,41.44,208194.56
28955,306709,151201,596,42.24,422804.48
28956,306709,151001,574,42.36,422922.24
28957,306709,244231,682,18.0,133200.0
28958,306709,301409,363,42.0,235200.0
28959,306709,314032,376,7.0,50120.0
28960,306709,326513,401,9.0,63540.0
28961,306709,335523,424,17.0,127500.12000000001
28962,306709,335523,424,18.0,2314440.0
28963,307019,122004,666,42.0,2146200.07
28964,307019,123305,668,3941.54,12599053.77
28965,307019,327031,335,17.0,115940.0
28966,307019,363001,366,42.0,680400.0
28967,307019,370421,450,32.0,243200.0
28968,307019,390020,353,35.55,592974.0
28969,307019,391740,347,31.72,127917.38
28970,307031,344701,370,35.0,616000.0
28971,307031,344703,316,10.0,81600.0
28972,312021,331803,555,20.0,625600.0
28973,312021,332311,436,42.0,1853498.22
28974,312021,332702,325,9.0,67680.0
28975,312021,334021,580,19.0,145540.0
28976,312021,334023,614,10.0,152000.0
28977,312021,334023,614,32.0,444800.0
28978,312021,335001,700,12.0,70590.96
28979,312021,335063,847,10.0,155000.0
28980,312021,335512,696,30.0,1914284.4
28981,312021,335707,578,16.0,122560.0
28982,312021,343040,372,42.0,226800.0
28983,312021,382421,451,20.0,112941.57
28984,312021,382870,323,22.0,158356.0
28985,312021,391775,478,42.0,320796.0
28986,312601,110044,615,45.4,662840.26
28987,312601,124146,575,3921.04,45170380.5
28988,312601,301401,505,41.0,287000.26
28989,312601,302001,349,32.0,202752.0
28990,312601,304001,337,25.0,670425.06
28991,312601,321023,656,3.0,21059.88
28992,312601,322023,396,42.0,1142400.0
28993,312601,322201,464,20.0,135399.76
28994,312601,322230,501,15.0,344701.14
28995,312601,332701,420,46.0,294768.0
28996,312601,332703,376,15.0,118800.5
28997,312601,333515,519,11.5,82109.56
28998,312601,335027,775,22.5,172800.0
28999,312601,335051,699,13.0,98539.62
29000,312601,335513,735,43.0,297216.0
29001,312601,343040,371,10.0,229400.26
29002,312601,344701,594,21.0,174720.0
29003,312601,360050,675,42.0,259392.0
29004,312601,361001,703,45.0,792000.0
29005,312601,380001,387,44.64,1299024.5
29006,312601,389350,427,24.56,181744.5
29007,312601,396001,708,21.0,255990.83000000002
29008,312601,396105,753,39.42,299591.75
29009,312617,110095,614,44.0,201520.0
29010,312617,122508,640,43.0,767120.0
29011,312617,301001,489,25.0,196000.0
29012,312617,303012,363,43.95,290070.0
29013,312617,303012,363,44.22,274164.0
29014,312617,303702,368,45.0,147107.82
29015,312617,304023,322,10.0,289000.03
29016,312617,304025,363,20.0,295200.0
29017,312617,321204,554,19.5,139230.0
29018,312617,321204,554,42.5,242250.0
29019,312617,321402,535,21.0,152880.0
29020,312617,333031,558,42.0,427120.32
29021,312617,334001,517,42.5,462917.94
29022,312617,335001,744,34.0,796327.76
29023,312617,335511,766,40.0,317600.0
29024,312617,342601,304,45.0,306000.0
29025,312617,343001,376,43.0,630097.8
29026,312617,391510,497,42.0,295680.0
29027,312617,394320,635,39.09,547260.0
29028,312617,396125,717,44.11,327296.2
29029,312617,396325,690,43.66,319591.2
29030,312620,121106,627,42.0,275520.0
29031,312620,122508,643,42.0,954240.0
29032,312620,124001,617,22.0,185240.0
29033,312620,126116,706,17.5,152250.0
29034,312620,127306,567,39.04,457885.0
29035,312620,131305,657,41.0,266500.0
29036,312620,131402,620,41.7,283560.0
29037,312620,148028,787,44.0,561440.0
29038,312620,202127,776,3922.45,13111601.86
29039,312620,301001,492,43.0,292400.0
29040,312620,301701,473,39.52,513760.0
29041,312620,304021,360,11.0,87560.0
29042,312620,325220,342,35.0,231000.0
29043,312620,331803,603,35.0,238000.0
29044,312620,341503,302,35.0,274400.0
29045,312620,343029,331,27.0,185760.0
29046,312620,360005,630,39.62,285263.74
29047,312620,382715,412,39.43,559906.1
29048,312620,382721,394,42.3,167034.24
29049,312620,383001,312,42.5,195241.6
29050,312620,385320,430,20.0,163200.0
29051,312620,385535,376,44.76,317796.0
29052,312620,390024,486,39.21,572465.85
29053,312620,392130,604,39.61,289153.0
29054,312620,394210,649,39.17,289858.0
29055,312620,394305,635,40.59,271953.0
29056,312620,394640,674,44.42,315382.0
29057,312620,473990,532,22.5,171000.0
29058,312622,121001,583,39.34,291116.01
29059,312622,326037,348,25.0,182000.0
29060,312622,474001,597,38.92,224179.2
29061,312622,474001,597,42.0,1830604.9300000002
29062,312622,844125,1396,754.8,13558594.399999999
29063,313001,304001,416,2.5,17550.02
29064,313022,123305,614,40.46,165723.66
29065,313022,123305,614,42.46,1217409.62
29066,313022,323801,356,35.0,1699401.23
29067,313022,325204,314,42.0,301559.98
29068,313022,331022,600,35.0,252699.97999999998
29069,313022,335513,791,7.0,173823.44
29070,313022,335801,852,30.0,242400.0
29071,313022,465230,352,42.0,462000.0
29072,313201,335037,897,20.0,67400.0
29073,313333,344012,363,16.4,106272.0
29074,323603,263153,700,637.0,5921899.34
29075,326520,123029,506,45.0,306000.0
29076,326520,335511,751,40.0,306201.0
29077,327025,323301,435,10.0,67664.0
29078,327025,363641,512,38.0,197600.0
29079,327025,395003,410,40.99,303326.0
29080,327025,396195,510,16.0,83200.0
29081,327025,455336,352,13.0,96283.2
29082,331403,342001,344,2.5,18870.02
29083,335804,140103,383,46.69,317492.01
29084,335804,141418,316,13.0,97240.32
29085,335804,176202,473,10.0,125440.0
29086,341026,151001,460,42.04,298484.0
29087,341026,203207,591,43.14,2698583.74
29088,341026,203207,591,43.26,1272893.92
29089,341026,301702,451,14.5,106140.0
29090,341026,335051,335,34.0,1713600.0
29091,341026,345001,396,43.0,541800.0
29092,342606,276001,1172,13.35,239777.12
29093,342606,483773,1058,34.0,2817658.88
29094,342606,492003,1451,27.7,6300321.36
29095,342606,492099,1364,27.7,449267.76
29096,342902,262902,955,1.0,13389.0
29097,342902,460001,931,18.0,362056.0
29098,360311,390002,319,5.0,35500.0
29099,360311,391244,387,8.0,58720.0
29100,360560,382150,425,20.0,166000.0
29101,360560,382210,381,29.72,234788.0
29102,360560,382350,405,15.0,119100.0
29103,360560,382350,405,35.42,276276.0
29104,360560,389260,588,10.0,80400.0
29105,360560,391350,442,30.0,1492203.6
29106,361140,370040,333,15.0,240000.0
29107,361140,370655,423,16.0,128000.0
29108,361140,382110,335,31.0,458800.0
29109,361140,388450,354,36.0,291600.0
29110,361140,389115,513,36.0,293040.0
29111,361140,391440,395,26.0,196040.0
29112,361345,370435,464,13.6,97920.0
29113,361345,382321,519,20.0,148000.0
29114,362275,380005,430,32.23,251394.0
29115,362275,382115,428,30.0,219000.0
29116,362275,382415,439,29.56,224656.0
29117,362275,382424,436,25.0,367500.0
29118,362715,370040,516,6.0,48600.0
29119,362715,370110,443,30.08,237632.0
29120,362715,382021,472,30.74,227476.0
29121,362715,382305,483,17.0,140760.0
29122,362715,382315,499,19.0,1101240.0
29123,362715,382421,461,30.84,462353.28
29124,362715,382421,461,31.74,230591.09999999998
29125,362715,382715,489,30.24,238896.0
29126,362715,387530,472,14.0,459480.0
29127,362715,388255,535,29.84,447600.0
29128,362715,389310,565,30.0,244200.0
29129,362715,395007,690,32.46,516068.84
29130,362715,395007,690,33.56,3351751.28
29131,362715,410206,962,27.42,232735.98
29132,365540,388245,430,29.36,98356.0
29133,365540,388245,430,39.82,133397.0
29134,365540,395007,538,1604.0,5451065.68
29135,365560,363641,314,29.17,227526.01
29136,365560,382421,322,35.9,280020.01
29137,365560,382428,331,29.52,230256.0
29138,365560,390003,340,29.32,833825.62
29139,365560,391115,404,29.25,217620.01
29140,365560,392130,458,35.58,278947.2
29141,370110,382455,330,42.0,310797.32
29142,370511,360590,520,36.86,552900.0
29143,370511,361250,398,41.71,600624.02
29144,370511,361280,459,37.0,235690.0
29145,370511,364280,635,36.51,251919.0
29146,370511,380055,477,30.0,699000.6
29147,370511,382016,505,40.5,224554.28
29148,370511,382120,470,35.88,283452.23
29149,370511,384002,495,40.0,296875.0
29150,370511,385001,503,35.66,256752.0
29151,370511,388245,591,34.55,115742.5
29152,382721,360370,310,10.0,68999.98
29153,391115,365541,431,29.25,217620.01
29154,394107,302002,932,32.5,316160.0
29155,395006,370435,617,31.75,251968.0
29156,396195,362265,727,6.7,55744.0
29157,412219,425508,492,10.0,77200.0
29158,413215,410218,383,34.1,167345.3
29159,413215,422401,407,34.69,341382.86
29160,424001,400710,312,34.31,298634.24
29161,431203,400708,425,22.0,510400.0
29162,431515,443404,328,28.0,159600.0
29163,442908,425001,609,139.7,432049.35
29164,442908,506163,328,25.0,175000.0
29165,442916,423701,630,30.0,216000.0
29166,442916,444801,316,32.0,172499.84
29167,442917,443001,515,1.0,7400.01
29168,445304,424001,652,25.0,76997.75
29169,445304,431114,532,34.87,230142.0
29170,445304,444303,321,26.0,137800.0
29171,454446,366120,418,9.54,135467.88
29172,454446,392020,313,41.28,307123.2
29173,454446,393030,327,41.83,284444.01
29174,454446,394115,320,41.51,308834.41000000003
29175,454446,394150,353,35.0,5985000.0
29176,454446,394317,409,41.63,312929.72
29177,454446,394510,446,41.51,314280.52
29178,454446,395007,433,30.95,244505.21
29179,454446,395023,425,34.6,242200.0
29180,454446,422001,390,34.0,486200.0
29181,454446,422402,395,34.94,251568.0
29182,454446,461228,333,35.0,4824401.08
29183,454446,462030,310,41.0,1549800.05
29184,454446,465691,340,30.0,223800.2
29185,454446,466445,390,41.0,10254103.65
29186,454446,394120,365,35.32,254304.0
29187,454660,389350,308,40.0,596880.58
29188,454660,461111,413,46.0,3400596.0
29189,454660,461771,410,10.0,73200.5
29190,457001,457887,310,4.0,28880.0
29191,458441,461335,440,21.0,144060.0
29192,458470,123101,555,164.2,1227516.1199999999
29193,458470,462010,433,838.2,8158552.64
29194,458470,474010,646,419.1,25284219.21
29195,462016,477001,569,49.25,945600.0
29196,462021,110093,800,0.25,184491.2
29197,470661,455459,390,16.0,113472.0
29198,470661,465337,319,13.0,93600.0
29199,470661,466115,305,32.0,229466.0
29200,474010,485771,408,0.45,3654.0
29201,483880,227409,381,694.84,5459988.24
29202,483880,227409,381,799.14,6279567.9399999995
29203,483880,273202,500,528.0,12436152.63
29204,485005,222129,320,40.22,221210.0
29205,485005,227101,404,28.68,184699.2
29206,485005,229001,301,35.4,171641.86000000002
29207,485005,229001,301,41.3,600756.1900000001
29208,485005,229001,301,42.8,2697783.27
29209,485005,229001,301,43.86,212661.34999999998
29210,485005,271001,425,28.2,155100.0
29211,485005,802301,473,461.3,4464403.84
29212,485111,222129,322,29.92,329120.38
29213,485111,222202,311,29.78,163790.19
29214,485111,222202,311,33.78,358067.54000000004
29215,485111,222202,311,40.73,224015.25
29216,485111,226001,408,1177.2,105665472.0
29217,485111,226010,424,131.8,785528.0
29218,485111,229301,320,35.51,186356.48
29219,485111,232107,306,25.0,390999.68
29220,485111,242223,559,329.5,1634320.0
29221,485111,261141,539,34.09,194312.77999999997
29222,485111,476224,483,35.0,263900.20999999996
29223,485111,476228,498,10.0,73000.0
29224,485111,854202,855,543.2,3748080.0
29225,485771,221003,306,16.5,186170.0
29226,485771,229301,352,31.4,156749.0
29227,485771,232104,325,31.76,162611.0
29228,485771,232104,325,43.14,436232.0
29229,485771,285129,484,15.0,99900.0
29230,485771,458470,835,42.44,211860.0
29231,485771,464114,427,40.0,253600.0
29232,485771,821105,341,30.2,150758.0
29233,485771,821105,341,35.22,351636.0
29234,485773,226021,476,575.2,2688873.1799999997
29235,485773,229303,368,3959.61,14191242.24
29236,485773,241123,564,43.82,315504.0
29237,485773,461331,455,30.0,168000.0
29238,485773,472336,306,36.0,216000.0
29239,485773,802103,461,263.6,1248541.1800000002
29240,486450,225001,581,100.0,2160000.0
29241,486450,276138,357,29.73,166488.0
29242,486450,474001,419,30.0,210000.0
29243,486450,821109,305,29.41,482324.0
29244,486776,226101,581,30.0,236020.22999999998
29245,486776,470118,449,18.0,247680.0
29246,486776,470119,415,34.0,233920.0
29247,486776,472001,316,10.0,67600.0
29248,486776,474002,457,35.0,974347.5
29249,488441,202127,581,41.84,259617.2
29250,488441,209831,350,41.78,216420.4
29251,488441,209859,317,41.03,274901.0
29252,488441,226401,368,29.91,194415.0
29253,488441,226401,368,41.78,839778.0
29254,488441,462030,377,30.0,224400.0
29255,488441,462045,364,3.0,52200.0
29256,488441,466116,424,5.0,99810.95999999999
29257,490024,712310,868,132.0,658003.66
29258,490036,441108,304,29.0,168200.0
29259,490036,442704,405,30.0,574200.0
