start_pin,destination_pin,bharat_sir_eway_data_apr23_may23_020424.origin_from_state,bharat_sir_eway_data_apr23_may23_020424.destination_from_state,bharat_sir_eway_data_apr23_may23_020424.rtn_period,travel_distance,bharat_sir_eway_data_apr23_may23_020424.transport_mode,bharat_sir_eway_data_apr23_may23_020424.hsn_code_4d,quantity,bharat_sir_eway_data_apr23_may23_020424.unit_quantity_code,Quantity (in TON),amount,bharat_sir_eway_data_apr23_may23_020424.total_tax,bharat_sir_eway_data_apr23_may23_020424.ewbs_count,bharat_sir_eway_data_apr23_may23_020424.supplier_gstin_cnt,Cost pre Km per TON,Average(Cost/KM/TON)
585225,416003,29,27,202304,351,1,@2523,5,TON,5,15274.11,4276.75,1,1,8.703196581,
585305,396185,24,24,202305,779,1,@2523,500,BAG,25,1169920.5,327577.74,10,1,60.07293967,
585305,422604,29,27,202304,573,1,@2523,25,TON,25,898437.48,251562.48,6,1,62.71814869,
585305,577512,29,29,202304,467,1,@2523,34.8,TON,34.8,184875,51765,1,1,11.375803,
585305,590008,29,29,202305,553,1,@2523,35.68,TON,35.68,167250,46830,1,1,8.476491863,
585305,591241,29,29,202304,466,1,@2523,31.88,TON,31.88,164381.25,46026.76,1,1,11.06491416,
585320,411057,29,27,202304,497,1,@2523,35.06,MTS,35.06,208169,58287,1,1,11.94669443,
585320,412201,29,27,202305,461,1,@2523,35.8,MTS,35.8,125859.91,35240.77,1,1,7.626117015,
585320,422212,29,27,202305,652,1,@2523,30,MTS,30,337500,94500,2,1,17.25460123,
585320,431008,29,27,202304,476,1,@2523,29.64,MTS,29.64,170430,47720,1,1,12.07983193,
585320,431008,29,27,202305,476,1,@2523,35.04,MTS,35.04,201480,56414,1,1,12.07983193,
585320,591115,29,29,202305,458,1,@2523,15,MTS,15,84843,23756,1,1,12.34978166,
587122,402104,29,27,202304,507,1,@2523,34.34,TON,34.34,198528.12,55587.88,1,1,11.40285967,
587122,402201,29,27,202304,575,1,@2523,25,TON,25,144531.25,40468.75,1,1,10.05434783,
587122,415612,29,27,202304,344,1,@2523,29.54,TON,29.54,166162.5,46525.5,1,1,16.35174419,
587122,415612,29,27,202304,344,1,@2523,35.62,TON,35.62,194796.87,54543.13,1,1,15.89752866,
587122,574241,29,29,202305,556,1,@2523,35.03,TON,35.03,197043.74,55172.26,1,1,10.11690596,
587122,577134,29,29,202304,399,1,@2523,34.56,TON,34.56,191700,53676,1,1,13.90194236,
591136,411060,29,27,202305,360,1,@2523,29.79,MTS,29.79,176878.12,49525.88,1,1,16.49305509,
591136,412802,29,27,202305,302,1,@2523,29.86,MTS,29.86,158631.25,44416.75,1,1,17.5910596,
591136,415722,29,27,202304,306,1,@2523,29.17,MTS,29.17,145850,40838,1,1,16.33986928,
591136,422605,29,27,202304,515,1,@2523,29.41,MTS,29.41,156240.62,43747.38,1,1,10.31553365,
591136,576229,29,29,202305,399,1,@2523,33.84,MTS,33.84,190350,53298,1,1,14.09774436,
591136,577216,29,29,202305,318,1,@2523,29.67,MTS,29.67,129806.24,36345.76,1,1,13.75786058,
591136,577301,29,29,202305,349,1,@2523,20,MTS,20,117187.5,32812.5,1,1,16.78904011,
600004,744103,33,35,202305,1454,1,@2523,500,BAG,25,386718.75,108281.25,3,1,10.63875516,
600020,500084,33,36,202304,684,1,@2523,29.98,MTS,29.98,147558,41316.24,1,1,7.195732828,
600066,534216,33,37,202305,573,1,@2523,26.4,MTS,26.4,905149.96,253442,2,1,59.83592205,
600067,612203,33,33,202304,301,1,@2523,38.5,MTS,38.5,31955,6720.94,1,1,2.757475083,
600087,500012,33,36,202305,644,1,@2523,1320,BAG,66,520080,93614.4,1,1,12.23602484,
600120,744101,33,35,202304,1463,1,@2523,27,MTS,27,143437.5,40162.5,1,1,3.631237184,
621651,562107,33,29,202304,340,1,@2523,43.94,MTS,43.94,450041.72,126011.68,2,1,30.12408097,
621651,602025,33,33,202305,335,1,@2523,500,BAG,25,138672,38828.16,1,1,16.55785075,
621651,627109,33,33,202305,389,1,@2523,24.44,MTS,24.44,116471.88,32612.12,1,1,12.25096454,
621651,628006,33,33,202304,317,1,@2523,7,MTS,7,44108.19,0,1,1,19.87750789,
621651,629160,33,33,202304,456,1,@2523,30,MTS,30,201562.5,56437.5,1,1,14.73410088,
621651,631003,33,33,202305,361,1,@2523,39.32,MTS,39.32,239606.24,67089.76,1,1,16.8801932,
621705,683503,33,32,202304,438,1,@2523,38.04,MTS,38.04,249637.5,69898.5,1,1,14.98287671,
621705,691583,33,32,202304,480,1,@2523,39.7,MTS,39.7,260531.25,72948.75,1,1,13.671875,
621705,695605,33,32,202304,553,1,@2523,35,MTS,35,257031.25,71968.75,1,1,13.27983725,
621707,635852,33,33,202304,348,1,@2523,31,TON,31,184062.5,51537.5,1,1,17.06178161,
621713,570026,33,29,202305,529,1,@2523,12.5,MTS,12.5,128305,35925.4,2,1,19.40340265,
621713,572101,33,29,202304,466,1,@2523,12.5,MTS,12.5,871906,244133.68,14,1,149.6834335,
621713,628004,33,33,202304,361,1,@2523,4,MTS,4,212401.2,212.4,11,1,147.0922438,
621713,686506,33,32,202305,394,1,@2523,35,MTS,35,951562.5,266437.5,4,1,69.00380711,
621713,686572,33,32,202304,424,1,@2523,25,MTS,25,359375.01,100625.01,2,1,33.90330283,
621713,691306,33,32,202305,438,1,@2523,30,MTS,30,182812.5,51187.5,1,1,13.91267123,
621713,744101,33,35,202305,1720,4,@2523,5,MTS,5,26562.5,7437.5,1,1,3.088662791,
621729,626127,33,33,202305,317,1,@2523,38.38,MTS,38.38,135089.92,0,1,1,11.1034697,
621729,626127,33,33,202305,317,1,@2523,41.69,mts,41.69,146740.46,0,1,1,11.10346988,
621730,560002,33,29,202305,364,1,@2523,38.96,MTS,38.96,200887.5,56248.5,1,1,14.16552198,
621730,560100,33,29,202305,351,1,@2523,5,MTS,5,26562.5,7437.5,1,1,15.13532764,
621730,562123,33,29,202304,398,1,@2523,12.5,MTS,12.5,309407.5,86634.1,5,1,62.19246231,
621730,571440,33,29,202305,344,1,@2523,20,MTS,20,104344.6,29216.49,1,1,15.16636628,
621730,571511,33,29,202305,393,1,@2523,1,MTS,1,4958.5,1388.38,1,1,12.61704835,
621730,572218,33,29,202304,537,1,@2523,15,MTS,15,271640.63,76059.38,3,1,33.72323153,
621730,627352,33,33,202304,381,1,@2523,11,MTS,11,171015.64,47884.38,3,1,40.80544977,
621730,629001,33,33,202304,490,1,@2523,11,MTS,11,68750,19250,1,1,12.75510204,
621730,635109,33,33,202304,321,1,@2523,38.7,MTS,38.7,229781.25,64338.76,1,1,18.49688474,
621730,641401,33,33,202305,309,1,@2523,5,MTS,5,27343.75,7656.26,1,1,17.69822006,
621730,676510,33,32,202304,474,1,@2523,39.48,MTS,39.48,536681.25,150270.75,3,1,28.67879747,
621730,680688,33,32,202304,458,1,@2523,1,MTS,1,4648.47,1301.57,1,1,10.14949782,
621730,682035,33,32,202304,495,1,@2523,29.98,MTS,29.98,196743.75,55088.25,1,1,13.25757576,
621730,691523,33,32,202304,492,1,@2523,4,MTS,4,56875,15925,3,1,28.89989837,
621730,695001,33,32,202304,523,1,@2523,30,MTS,30,787500,220500,4,1,50.19120459,
621730,695001,33,32,202305,547,1,@2523,40.46,MTS,40.46,632187.51,177012.51,3,1,28.5648999,
624703,560081,33,29,202305,319,1,@2523,40.21,TON,40.21,561500.49,157220.13,3,1,43.77492225,
624703,572201,33,29,202305,498,1,@2523,10,TON,10,110906.16,31053.72,2,1,22.27031325,
624703,576282,33,29,202304,749,1,@2523,30,TON,30,421875,118125,2,1,18.77503338,
624703,670721,33,32,202304,377,1,@2523,25,TON,25,688227.72,192703.74,6,1,73.02150875,
626204,641045,33,33,202304,314,1,@2523,3,MTS,3,42656.26,11943.76,2,1,45.28265393,
628002,682030,33,32,202305,340,1,@2523,35,MTS,35,1099210,307778.8,5,1,92.37058824,
636115,676106,33,32,202304,350,1,@2523,26,MTS,26,2004561,561277.08,18,1,220.2814286,
636115,676541,33,32,202305,343,1,@2523,25,MTS,25,160156.25,44843.75,1,1,18.6771137,
637303,690503,33,32,202305,405,1,@2523,5,MTS,5,96875,27125,4,1,47.83950617,
639114,632006,33,33,202305,337,1,@2523,15,TON,15,170991.6,0,3,1,33.82623145,
641105,626189,33,33,202304,302,1,@2523,25.5,TON,25.5,129575.06,36281.02,1,1,16.82574471,
641105,691006,33,32,202304,306,1,@2523,5,TON,5,26401.87,7392.53,1,1,17.25612418,
641105,695574,33,32,202304,388,1,@2523,1,TON,1,31183.98,8731.54,6,1,80.37108247,
641606,605201,33,33,202305,325,1,@2523,5,MTS,5,30140.65,8439.38,1,1,18.54809231,
643001,110094,33,7,202304,2424,1,@2523,775,BAG,38.75,224750,62930,1,1,2.392739274,
711102,790001,19,12,202305,1326,1,@2523,37.4,MTS,37.4,242913,68015.64,1,1,4.898190045,
713359,824111,19,10,202304,310,1,@2523,15,TON,15,126562.65,70875.1,2,1,27.21777419,
721507,731221,19,19,202304,308,1,@2523,10,MTS,10,172187.4,96424.96,4,1,55.905,
721507,731222,19,19,202305,315,1,@2523,25,MTS,25,104687.47,35065.64,1,1,13.29364698,
722183,781315,19,18,202304,811,2,@2523,1211.1,MTS,1211.1,6358275,1780317,1,1,6.473489519,
722183,784154,19,18,202305,1040,2,@2523,2102.7,MTS,2102.7,23721084.38,6641903.62,2,1,10.84735577,
723121,743235,19,19,202304,326,1,@2523,7,TON,7,44953.12,12586.88,1,1,19.69900088,
723147,822122,19,20,202305,308,1,@2523,100,BAG,5,18828.1,5271.87,1,1,12.22603896,
735102,848201,19,10,202305,362,1,@2523,5,TON,5,28906.25,8093.75,1,1,15.97030387,
742227,735204,19,19,202304,440,2,@2523,505.2,MTS,505.2,2760230.93,0,1,1,12.41736365,
742227,784160,19,18,202305,1050,2,@2523,127.8,MTS,127.8,841823.71,235710.64,1,1,6.273371414,
752030,767023,21,21,202305,352,1,@2523,10,MTS,10,145468.72,40731.28,3,1,41.32634091,
755024,814142,21,20,202305,568,2,@2523,2737.8,MTS,2737.8,14647230,4101224.4,1,1,9.419014085,
756032,766118,21,21,202305,784,1,@2523,14,MTS,14,67156.24,18803.76,1,1,6.118462099,
764039,754027,21,21,202305,533,1,@2523,32.58,TON,32.58,84708,23718.24,1,1,4.87804878,
768038,756100,21,21,202305,407,2,@2523,500,TON,500,0,0,1,1,0,
768038,811308,21,10,202304,682,2,@2523,195,TON,195,634089.89,177545.17,1,1,4.767951651,
770017,484224,21,23,202305,494,2,@2523,1318,MTS,1318,7619687.5,2133512.5,2,1,11.70293522,
770017,721129,21,19,202305,463,2,@2523,3974.83,MTS,3974.83,28820385.44,8069707.92,2,1,15.66030567,
770017,735204,21,19,202304,1073,2,@2523,821.7,MTS,821.7,7189875,2013165,2,1,8.154706431,
770017,754082,21,21,202305,349,1,@2523,28.74,MTS,28.74,85760.16,0,1,1,8.550143266,
770017,766002,21,21,202305,386,1,@2523,30,MTS,30,262500,73500,2,1,22.66839378,
770017,827014,21,20,202305,354,1,@2523,38.1,MTS,38.1,113690.4,31833.31,1,1,8.429378531,
770017,827014,21,20,202304,354,1,@2523,41.49,MTS,41.49,116296.47,32563.01,1,1,7.918079096,
770018,755026,21,21,202305,341,1,@2523,32,MTS,32,998400,279552,6,1,91.49560117,
770018,755026,21,21,202304,341,1,@2523,34.9,MTS,34.9,362960,101628.8,2,1,30.49853372,
781005,785634,18,18,202305,318,1,@2523,20,MTS,20,143750,40250,1,1,22.60220126,
781005,785640,18,18,202304,345,1,@2523,25,MTS,25,480468,134532,3,1,55.70643478,
781022,785107,18,18,202304,311,1,@2523,10,TON,10,227187.5,63612.5,3,1,73.05064309,
781022,785635,18,18,202305,307,1,@2523,30,TON,30,457500,128100,2,1,49.6742671,
781022,792103,18,12,202304,550,1,@2523,30,TON,30,1109063.1,310537.66,5,1,67.21594545,
781023,785662,18,18,202305,368,1,@2523,35,MTS,35,244453.13,68446.88,1,1,18.97928028,
781023,785675,18,18,202304,390,1,@2523,5,TON,5,37265.65,10434.38,1,1,19.11058974,
781032,791109,18,12,202305,365,1,@2523,612,BAG,30.6,181152,50722.56,1,1,16.21917808,
781035,784164,18,18,202304,341,1,@2523,300,BAG,15,104296.88,29203.12,1,1,20.39039687,
782402,784163,18,18,202304,329,1,@2523,10,TON,10,75468.75,21131.26,1,1,22.93882979,
782402,785640,18,18,202304,330,1,@2523,20,MTS,20,300625,84175,2,1,45.54924242,
782402,785671,18,18,202305,362,1,@2523,23,TON,23,174656.25,48903.76,1,1,20.97720994,
782402,797005,18,13,202305,342,1,@2523,10,TON,10,84218.75,23581.25,1,1,24.6253655,
782446,781318,18,18,202305,301,1,@2523,27.6,MTS,27.6,176812.5,49507.5,1,1,21.28322259,
782446,783382,18,18,202305,376,1,@2523,28,MTS,28,782459.48,0,4,1,74.32175912,
782446,785670,18,18,202304,339,1,@2523,30,MTS,30,710156.22,198843.78,3,1,69.82853687,
782446,786146,18,18,202304,434,1,@2523,38,MTS,38,1605975,0,6,1,97.37903226,
782446,791120,18,12,202304,446,1,@2523,50,MTS,50,2581250,722750,7,1,115.7511211,
784170,790102,18,12,202305,314,1,@2523,800,BAG,40,293752,82250.56,1,1,23.38789809,
788106,795106,18,19,202304,343,1,@2523,22,MTS,22,189062.5,52937.5,1,1,25.05466472,
791123,790101,12,12,202305,330,1,@2523,200,BAG,10,120312.5,33687.52,2,1,36.45833333,
793101,785640,17,18,202304,349,1,@2523,10,MTS,10,73593.75,20606.25,1,1,21.08703438,
793101,786602,17,18,202304,466,1,@2523,36,TON,36,275625,77175,1,1,16.42972103,
793200,799289,17,16,202304,321,1,@2523,28,MTS,28,142187.5,39812.5,1,1,15.81970405,
793210,735102,17,19,202305,616,1,@2523,25.23,TON,25.23,251794.64,70502.5,2,1,16.2012498,
793210,735102,17,19,202304,616,1,@2523,34.04,TON,34.04,505992.36,141677.85,3,1,24.13090978,
793210,735102,17,19,202305,616,1,@2523,35.14,TON,35.14,688551.42,192794.38,4,1,31.80928512,
793210,781316,17,18,202304,343,1,@2523,11.8,TON,11.8,68440,19163.2,1,1,16.90962099,
793210,781316,17,18,202305,343,1,@2523,12.39,TON,12.39,71862,20121.36,1,1,16.90962099,
793210,782002,17,18,202305,305,1,@2523,10,TON,10,98437.6,27562.52,2,1,32.27462295,
793210,787059,17,12,202305,648,1,@2523,30,TON,30,225000,63000,1,1,11.57407407,
793210,796701,17,15,202304,483,1,@2523,12,TON,12,457500.24,128100.08,4,1,78.93378882,
793210,799120,17,16,202304,393,1,@2523,24.5,MTS,24.5,190640.63,53379.38,1,1,19.79961884,
793210,799205,17,16,202304,311,1,@2523,25,MTS,25,885156.26,247843.76,5,1,113.8464643,
795116,795135,14,14,202304,305,1,@2523,28,TON,28,213500,59780,1,1,25,
796101,796290,15,15,202304,324,1,@2523,19.75,MTS,19.75,163863.28,45881.72,1,1,25.60763869,
796101,796891,15,15,202304,449,1,@2523,7,TON,7,132343.75,37056.26,2,1,42.10746102,
796101,796891,15,15,202304,449,1,@2523,12.5,TON,12.5,119140.63,33359.38,1,1,21.22772918,
796101,796891,15,15,202304,449,1,@2523,15,MTS,15,141328.12,39571.88,1,1,20.98413066,
796101,796901,15,15,202305,489,1,@2523,10,MTS,10,295312.5,82687.5,3,1,60.39110429,
801305,854327,10,10,202304,372,2,@2523,247.6,MTS,247.6,1132722.96,0,1,1,12.29787639,
825406,400093,20,27,202305,1874,1,@2523,424,BAG,21.2,125875,35245,1,1,3.168356457,
827014,801113,20,10,202304,333,2,@2523,263.6,MTS,263.6,2280140,638439.2,2,1,25.97597598,
827014,848210,20,10,202304,379,1,@2523,35,MTS,35,194140.62,54359.38,1,1,14.63555371,
828124,802101,20,10,202305,382,2,@2523,129,TON,129,1028113.74,287871.84,2,1,20.86354438,
828124,851101,20,10,202304,355,2,@2523,121,TON,121,834443.84,233644.28,2,1,19.42600023,
831016,841224,20,10,202304,572,2,@2523,263.6,MTS,263.6,1690730.4,473404.52,2,1,11.21328671,
833210,811105,20,10,202305,395,1,@2523,23,MTS,23,92000,25760,1,1,10.12658228,
833210,816109,20,20,202305,444,1,@2523,4,MTS,4,16000,0,1,1,9.009009009,
833210,835212,20,20,202304,305,1,@2523,18,MTS,18,90844,25436.32,1,1,16.54717668,
841226,852219,10,10,202305,429,1,@2523,7,MTS,7,44953.12,12586.88,1,1,14.96940393,
854301,841312,10,10,202304,403,1,@2523,7.5,MTS,7.5,92109.46,25790.68,2,1,30.47459388,
854301,841312,10,10,202304,403,1,@2523,25,MTS,25,308594,86406.34,2,1,30.62967742,
854334,802301,10,10,202305,370,1,@2523,281,BAG,14.05,78118,21873.04,1,1,15.02702703,
855107,848213,10,10,202304,318,1,@2523,20.5,MTS,20.5,137414.06,38475.94,1,1,21.07900905,
110091,226021,7,9,202304,527,1,@2523,1536,BAG,76.8,506880,141926.4,1,1,12.52371917,
123305,152024,6,3,202305,371,1,@2523,17,MTS,17,104125,29155,1,1,16.50943396,
124106,143001,6,3,202304,501,1,@2523,39.64,MTS,39.64,226072.07,63300.18,1,1,11.38349285,
124106,152122,6,3,202305,343,1,@2523,9,TON,9,48656.25,13623.75,1,1,15.76166181,
124106,249410,6,7,202305,318,1,@2523,40,TON,40,218750,61250,1,1,17.19732704,
124146,140802,6,3,202304,337,1,@2523,39.19,MTS,39.19,224118,62752.98,1,1,16.96959877,
124146,152001,6,3,202304,497,1,@2523,18,MTS,18,157640,44139.42,2,1,17.62128326,
124146,243122,6,9,202304,373,1,@2523,15.5,MTS,15.5,68382,19146.86,1,1,11.82772637,
124146,243122,6,9,202305,373,1,@2523,41,MTS,41,240234,67265.63,1,1,15.70875564,
140113,182204,3,1,202304,617,1,@2523,22.39,TON,22.39,230896.88,64651.12,2,1,16.71393877,
140113,243001,3,9,202304,525,2,@2523,257.6,TON,257.6,1337096.42,374387,1,1,9.886841319,
151401,246734,3,9,202304,490,1,@2523,680,BAG,34,350621.6,98174.04,2,1,21.04571429,
171102,151002,2,3,202304,349,1,@2523,24.16,TON,24.16,1418139.47,397079.1,11,1,168.1886124,
175008,194201,2,38,202305,553,1,@2523,4,TON,4,25000,7000,1,1,11.30198915,
180006,194101,8,38,202305,933,1,@2523,210,BAG,10.5,84000,0,1,1,8.57449089,
181133,182204,1,1,202305,313,1,@2523,70,BAG,3.5,21054,0,1,1,19.21862163,
181133,191202,1,1,202304,414,1,@2523,200,Bag,10,84000,0,1,1,20.28985507,
181133,194101,8,38,202305,948,1,@2523,210,Bag,10.5,84000,0,1,1,8.438818565,
182101,194105,1,38,202305,419,1,@2523,22.5,TON,22.5,137109.37,38390.63,1,1,14.54355556,
192122,194401,1,38,202305,732,1,@2523,20,BAG,1,8671.8,11703.04,1,1,11.84672131,
201001,401305,9,27,202305,1452,1,@2523,710,BAG,35.5,471440,108431.2,2,1,9.14600551,
201010,221302,9,9,202304,839,1,@2523,14,MTS,14,181125,50715,2,1,15.42014303,
202127,248001,9,5,202304,367,1,@2523,42,TON,42,664964.99,186190.21,3,1,43.14032633,
202127,261001,9,9,202304,512,1,@2523,38,TON,38,185250,0,1,1,9.521484375,
202143,206244,9,9,202305,311,1,@2523,20,MTS,20,216250,60550,2,1,34.76688103,
206124,201001,9,9,202305,334,1,@2523,790,bag,39.5,232679.68,65150.32,1,1,17.63660123,
208001,422001,9,23,202305,1126,1,@2523,920,BAG,46,340400,95312,1,1,6.571936057,
210341,242001,9,9,202304,363,1,@2523,35,TON,35,202343.75,56656.26,1,1,15.92630854,
210341,262907,9,9,202305,371,1,@2523,12,TON,12,70312.5,19687.5,1,1,15.79346361,
212107,206122,9,9,202304,333,1,@2523,15,MTS,15,1834453.65,513647.1,21,1,367.257988,
212107,210430,9,9,202304,395,1,@2523,34,MTS,34,197625,55335,1,1,14.71518987,
212107,285125,9,9,202304,349,1,@2523,10,MTS,10,57500,16100,1,1,16.4756447,
212107,847204,9,10,202304,581,2,@2523,131.8,MTS,131.8,682556.61,191115.86,1,1,8.913476712,
221110,829117,9,20,202304,360,1,@2523,35.58,MTS,35.58,144099,40347.72,1,1,11.25,
224238,241124,9,9,202305,368,1,@2523,15,MTS,15,552656.7,154743.96,6,1,100.1189674,
227409,207502,9,9,202305,342,1,@2523,25,TON,25,1453125,284896.5,10,2,169.9561404,
227409,209502,9,9,202305,327,1,@2523,25,TON,25,726562.5,203437.5,5,2,88.87614679,
227409,274505,9,9,202304,326,1,@2523,42,TON,42,210000,58800,1,1,15.33742331,
227409,302012,9,8,202304,704,1,@2523,34.46,TON,34.46,43075,12061,1,1,1.775568182,
227409,302012,9,8,202305,704,1,@2523,41.4,TON,41.4,51750,14490,1,1,1.775568182,
229301,272207,9,9,202304,316,1,@2523,100,BAG,5,29140.6,8159.36,1,1,18.44341772,
229303,273304,9,9,202305,405,1,@2523,10,MTS,10,67031.24,18768.76,1,1,16.55092346,
229303,274304,9,9,202304,363,1,@2523,21,MTS,21,62937.21,0,1,1,8.256225895,
229303,274409,9,9,202304,426,1,@2523,42,MTS,42,278250,77910,1,1,15.55164319,
229303,283135,9,9,202305,317,1,@2523,15,MTS,15,127371.59,22968.76,2,1,26.78687487,
231207,274001,9,9,202304,316,2,@2523,1211.1,MTS,1211.1,6861535.49,0,1,1,17.92892404,
231207,829119,9,20,202304,352,1,@2523,32.93,MTS,32.93,103780.87,29058.65,1,1,8.953295386,
231304,274401,9,9,202304,307,1,@2523,3,MTS,3,19406.24,5433.76,1,1,21.07083605,
232101,826004,9,20,202305,397,1,@2523,31.16,MTS,31.16,121835.6,34113.97,1,1,9.848866499,
244715,246443,5,5,202304,305,1,@2523,10,MTS,10,126875,35525,2,1,41.59836066,
282004,243001,9,9,202304,446,1,@2523,500,BAG,25,678125,189875.02,5,1,60.81838565,
282006,212203,9,9,202304,489,1,@2523,7.5,MTS,7.5,45000,12600,1,1,12.26993865,
284001,211011,9,9,202304,416,1,@2523,760,BAG,38,198907.2,55694.02,1,1,12.58269231,
284121,201001,9,9,202305,457,2,@2523,62.9,TON,62.9,530718,148600,2,1,18.46277478,
284121,201001,9,9,202305,457,2,@2523,314.5,TON,314.5,2653594,743008,2,1,18.46280261,
284121,225001,9,9,202305,330,1,@2523,18,TON,18,1121201,125276,11,1,188.7543771,
285205,211003,9,9,202304,349,1,@2523,700,BAG,35,3283000,919240,17,1,268.7679083,
301019,248171,8,5,202304,360,1,@2523,4,BAG,0.2,2628,14870.34,1,1,36.5,
301030,212653,8,9,202305,609,1,@2523,50,BAG,2.5,20250,25779.6,1,1,13.30049261,
301701,251308,8,9,202304,329,1,@2523,5,MTS,5,104296.88,43750.01,4,1,63.40235866,
301706,204215,8,9,202305,311,1,@2523,17.5,MTS,17.5,57421.88,16078.13,1,1,10.55064401,
302007,313330,8,8,202304,343,1,@2523,265,BAG,13.25,112625,31535,1,1,24.78134111,
302020,335512,8,8,202305,450,1,@2523,770,BAG,38.5,207900,58212,1,1,12,
303007,452010,8,23,202305,634,1,@2523,25,MTS,25,810729,227004.12,2,1,51.15009464,
303108,141001,8,3,202304,472,1,@2523,40.84,MTS,40.84,724429.31,202840.22,3,1,37.5809956,
303108,243001,8,9,202304,462,1,@2523,41,MTS,41,4686909.67,1312334.71,20,1,247.4347835,
303108,335524,8,8,202304,417,1,@2523,12.5,MTS,12.5,80664.13,22585.96,1,1,15.47513285,
305901,203205,8,9,202305,518,1,@2523,44.6,MTS,44.6,156100,43708,1,1,6.756756757,
305901,325214,8,8,202304,389,1,@2523,26,MTS,26,136906.25,38333.76,1,1,13.53631105,
305901,389151,8,24,202304,468,1,@2523,10,MTS,10,98000,27440,2,1,20.94017094,
305901,389151,8,24,202304,468,1,@2523,32,MTS,32,156800,43904,1,1,10.47008547,
305901,395003,8,24,202304,751,1,@2523,40.79,MTS,40.79,246651.79,69062.5,1,1,8.051756439,
305901,456770,8,23,202304,486,1,@2523,42,MTS,42,1029000,288120,5,1,50.41152263,
305901,457001,8,23,202304,382,1,@2523,41.5,MTS,41.5,1018566,285200,5,1,64.25067811,
306101,124142,8,6,202304,447,1,@2523,42,MTS,42,226407,63394,1,1,12.05960371,
306101,125050,8,6,202304,631,1,@2523,42,MTS,42,665176,186250,3,1,25.09908686,
306101,203205,8,9,202304,528,1,@2523,44,MTS,44,154000,43120,1,1,6.628787879,
306101,203205,8,9,202304,528,1,@2523,44.26,MTS,44.26,309820,86750,2,1,13.25757576,
306101,203205,8,9,202304,528,1,@2523,44.37,MTS,44.37,310590,86966,2,1,13.25757576,
306101,203205,8,9,202304,528,1,@2523,45.64,MTS,45.64,159740,44728,1,1,6.628787879,
306101,325205,8,8,202304,371,1,@2523,45.36,MTS,45.36,184275,51598,1,1,10.95013477,
306107,122103,8,8,202305,432,1,@2523,42,MTS,42,239530.99,67068.68,1,1,13.20166391,
306107,123024,8,6,202305,399,1,@2523,37,MTS,37,222578,62321.84,1,1,15.07674592,
306107,124201,8,6,202305,446,1,@2523,42,MTS,42,3342937.89,936022.61,15,1,178.4613437,
306107,125104,8,6,202304,508,1,@2523,18,MTS,18,221625,62055,2,1,24.23720472,
306107,125120,8,6,202304,513,1,@2523,40,MTS,40,392000,109760,2,1,19.10331384,
306107,127040,8,6,202305,425,1,@2523,41,MTS,41,211406.25,59193.75,1,1,12.13235294,
306107,131001,8,6,202305,491,1,@2523,39.33,MTS,39.33,208940.8,58503.42,1,1,10.81976466,
306107,131028,8,6,202304,497,1,@2523,30,MTS,30,385312,107887.36,2,1,25.8425218,
306107,136027,8,6,202304,554,1,@2523,21,MTS,21,236775,66297,2,1,20.35198556,
306107,203205,8,9,202304,528,1,@2523,40.95,MTS,40.95,143325,40131,1,1,6.628787879,
306107,203205,8,9,202304,528,1,@2523,41.55,MTS,41.55,145425,40719,1,1,6.628787879,
306107,203205,8,9,202304,528,1,@2523,41.65,MTS,41.65,145775,40817,1,1,6.628787879,
306107,203205,8,9,202304,528,1,@2523,45.77,MTS,45.77,480585,134563.8,3,1,19.88636364,
306107,203205,8,9,202305,528,1,@2523,46.53,MTS,46.53,162855,45599.4,1,1,6.628787879,
306107,243601,8,9,202304,594,1,@2523,45,MTS,45,305859,85640.52,1,1,11.44253648,
306107,244601,8,9,202304,682,1,@2523,45,MTS,45,916172,256528.16,3,1,29.85246008,
306107,244715,8,5,202305,716,1,@2523,45,MTS,45,2314688,648112.64,8,1,71.84009932,
306107,247667,8,5,202305,657,1,@2523,45,MTS,45,4723874,1322684.72,21,1,159.779266,
306107,250617,8,9,202304,545,1,@2523,42,MTS,42,226406.13,63393.72,1,1,9.891049803,
306107,301707,8,8,202305,386,1,@2523,43.78,MTS,43.78,1379070,0,9,1,81.60621762,
306107,301707,8,8,202304,386,1,@2523,44.82,MTS,44.82,2823660,0,18,1,163.2124352,
306107,301707,8,8,202305,386,1,@2523,44.94,MTS,44.94,1101030,0,7,1,63.47150259,
306107,303108,8,8,202305,303,1,@2523,41.5,MTS,41.5,842968.75,236031.24,4,1,67.0379538,
306107,321001,8,8,202305,400,1,@2523,20,MTS,20,107500,30100,1,1,13.4375,
306107,321022,8,8,202305,416,1,@2523,23,MTS,23,136203.24,38136.9,1,1,14.23528846,
306107,322201,8,8,202304,309,1,@2523,20,MTS,20,109375,30625,1,1,17.69822006,
306107,322238,8,8,202305,330,1,@2523,15,MTS,15,80156.25,22443.76,1,1,16.19318182,
306107,325205,8,8,202305,316,1,@2523,7,MTS,7,220939,61862.92,6,1,99.88200723,
306107,325216,8,8,202305,340,1,@2523,25,MTS,25,128906.25,36093.76,1,1,15.16544118,
306107,325221,8,8,202305,408,1,@2523,35,MTS,35,183203,51296.84,1,1,12.82934174,
306107,325223,8,8,202304,357,1,@2523,44.49,MTS,44.49,205071.32,57419.96,1,1,12.91142881,
