start_pin,destination_pin,bharat_sir_eway_data_aug23_sep23_020424.origin_from_state,bharat_sir_eway_data_aug23_sep23_020424.destination_from_state,bharat_sir_eway_data_aug23_sep23_020424.rtn_period,travel_distance,bharat_sir_eway_data_aug23_sep23_020424.transport_mode,bharat_sir_eway_data_aug23_sep23_020424.hsn_code_4d,quantity,bharat_sir_eway_data_aug23_sep23_020424.unit_quantity_code,Quantity (in TON),amount,bharat_sir_eway_data_aug23_sep23_020424.total_tax,bharat_sir_eway_data_aug23_sep23_020424.ewbs_count,bharat_sir_eway_data_aug23_sep23_020424.supplier_gstin_cnt,Cost pre Km per TON
444702,413001,27,27,202309,583,1,@2523,50,BAG,2.5,14800,37534,1,1,10.15437393
454446,302020,23,8,202308,699,1,@2523,0.1,MTS,0.1,665.62,186.38,1,1,9.522460658
454446,370001,23,24,202308,700,1,@2523,1.01,MTS,1.01,5870.31,1643.69,1,1,8.303125884
454446,392020,23,24,202308,312,1,@2523,41.53,MTS,41.53,238148.8,66681.67,1,1,18.37942297
454446,394115,23,24,202309,320,1,@2523,42.02,MTS,42.02,240958.65,67468.43,1,1,17.91993768
454446,394150,23,24,202308,342,1,@2523,6.22,MTS,6.22,34015.63,9524.38,1,1,15.99049943
454446,394520,23,24,202308,436,1,@2523,41.71,MTS,41.71,241135.94,67518.07,1,1,13.25974784
454446,394520,23,24,202309,436,1,@2523,41.86,MTS,41.86,242003.13,67760.88,1,1,13.25974798
454446,394520,23,24,202309,436,1,@2523,42.01,MTS,42.01,242870.31,68003.69,1,1,13.25974757
454446,464221,23,23,202309,428,1,@2523,16,MTS,16,91750.08,25690.04,1,1,13.39808411
458441,457661,23,23,202308,341,1,@2523,17.5,TON,17.5,188671.88,52828.12,2,1,31.61656975
458441,465669,23,23,202308,301,1,@2523,35,TON,35,604843.76,169356.26,3,1,57.41279165
458470,462001,23,23,202308,412,1,@2523,30.6,MTS,30.6,156549.6,0,1,1,12.41747573
458470,462001,23,23,202309,412,1,@2523,34.92,MTS,34.92,316462.5,88609.52,2,1,21.99635922
470661,452010,23,23,202309,429,1,@2523,26,TON,26,790566,221354,7,1,70.87735342
475001,457001,23,23,202308,770,1,@2523,26,TON,26,149093.74,41746.26,1,1,7.44723976
475001,457441,23,23,202309,780,1,@2523,1.5,TON,1.5,8601.56,2408.44,1,1,7.351760684
483501,440008,23,27,202308,374,1,@2523,700,BAG,35,161328.13,45171.88,1,1,12.32453247
483880,284001,23,9,202309,336,1,@2523,35,TON,35,709275.49,198597.14,7,1,60.31254167
485005,232104,23,9,202309,312,1,@2523,31,TON,31,2597570.6,727319.76,19,1,268.5660256
485005,241001,23,9,202309,458,2,@2523,139.8,TON,139.8,554807.48,155346.09,1,1,8.665021772
485111,206122,23,9,202308,431,1,@2523,10,MTS,10,56875,15925,1,1,13.19605568
485111,263153,23,5,202309,724,1,@2523,1118.4,MTS,1118.4,169102080,47348582.4,32,1,208.839779
485111,277121,23,9,202309,451,2,@2523,680.9,MTS,680.9,3549191.25,993773.55,1,1,11.55764967
485111,480224,23,23,202309,352,1,@2523,15,MTS,15,79453.05,22246.84,1,1,15.04792614
485111,821115,23,10,202308,392,1,@2523,33.85,MTS,33.85,211562.5,59237.5,1,1,15.94387755
485771,222125,23,9,202309,340,1,@2523,35,MTS,35,1658671.87,464428.13,8,1,139.3841908
485771,229301,23,9,202309,352,1,@2523,29.18,MTS,29.18,112342.96,31456.04,1,1,10.93749611
485771,232101,23,9,202309,316,1,@2523,31.74,MTS,31.74,119025,33327,1,1,11.86708861
485771,232104,23,9,202308,325,1,@2523,8.66,MTS,8.66,33774.28,9456.72,1,1,12.00009948
485771,232118,23,9,202309,352,1,@2523,31.34,MTS,31.34,352575,98721,3,1,31.96022727
485771,276001,23,9,202308,389,1,@2523,12.5,MTS,12.5,70507.81,19742.19,1,1,14.50032082
485771,285124,23,9,202308,494,1,@2523,12,MTS,12,66750,18690,1,1,11.26012146
485771,481222,23,23,202308,450,1,@2523,2,MTS,2,8593.74,2406.26,1,1,9.5486
485771,821105,23,10,202309,341,1,@2523,42.76,MTS,42.76,320700,89796,2,1,21.9941349
485771,221006,9,9,202308,321,1,@2523,720,BAG,36,126562.5,35437.5,1,1,10.9521028
485772,273001,23,9,202308,517,2,@2523,263.6,MTS,263.6,2707744.01,758168.33,2,1,19.86880076
485773,212402,23,9,202309,358,1,@2523,31,MTS,31,167109.38,46790.62,1,1,15.05761218
485773,229841,23,9,202308,378,1,@2523,28.81,MTS,28.81,144930.19,40580.45,1,1,13.30833742
485773,452016,23,23,202308,601,1,@2523,5,MTS,5,25390.62,7109.38,1,1,8.449457571
485773,453661,23,23,202309,694,1,@2523,28.07,MTS,28.07,142522.66,39906.34,1,1,7.316140485
485773,464990,23,23,202308,405,1,@2523,18,MTS,18,199406.24,55833.76,2,1,27.35339369
485773,803201,23,10,202309,577,2,@2523,135.8,MTS,135.8,978528.62,273988.02,2,1,12.48814548
486450,272001,23,9,202308,442,1,@2523,34,MTS,34,387812.84,108587.6,2,1,25.8060181
486776,261001,23,9,202308,672,1,@2523,42,MTS,42,5347263.6,1497233.89,21,1,189.4580357
488441,202127,23,9,202308,581,1,@2523,41.65,TON,41.65,992434.14,277881.57,9,1,41.01196306
488441,211015,23,9,202308,303,1,@2523,34,TON,34,741093.75,207506.25,4,1,71.93688119
488441,473551,23,23,202308,334,1,@2523,31,TON,31,933782.92,0,7,1,90.1857176
488441,480106,23,23,202309,442,1,@2523,5,TON,5,27343.75,7656.26,1,1,12.37273756
490024,494442,22,22,202308,347,1,@2523,31,TON,31,163718.74,45841.26,1,1,15.2197397
490024,711101,22,19,202309,843,2,@2523,657,TON,657,3203548.42,896993.55,2,1,5.784134036
490024,762014,22,21,202309,410,1,@2523,35.87,TON,35.87,184954.69,51787.31,1,1,12.57621968
490024,800001,22,10,202309,820,2,@2523,1119,TON,1119,2743134.5,768077.66,1,1,2.989531703
490036,441203,22,27,202308,301,1,@2523,25,MTS,25,97656.25,27343.75,1,1,12.97757475
490036,754295,22,21,202308,556,1,@2523,30,MTS,30,193066.2,54058.53,3,1,11.57471223
490036,754295,22,21,202308,556,1,@2523,31.72,MTS,31.72,68045.11,19052.63,1,1,3.858237433
490036,759126,22,21,202309,401,1,@2523,33.48,MTS,33.48,601593.75,168446.25,3,1,44.80985037
492001,443201,22,27,202308,657,1,@2523,690,BAG,34.5,690000,193200,4,1,30.4414003
492001,443301,22,27,202308,666,1,@2523,678,BAG,33.9,169500,47460,1,1,7.507507508
492001,494450,22,22,202309,438,1,@2523,400,Bag,20,109375,30625,1,1,12.48573059
493116,496111,22,22,202309,302,1,@2523,30,MTS,30,165468.9,46331.3,1,1,18.2636755
493118,754029,22,21,202308,529,1,@2523,30.4,MTS,30.4,228000,63840,3,1,14.17769376
493118,754029,22,21,202309,529,1,@2523,30.95,MTS,30.95,77375,21665,1,1,4.725897921
493118,770074,22,21,202308,348,1,@2523,29,MTS,29,141828,39711.84,1,1,14.05350773
493118,811308,22,10,202308,801,2,@2523,392.4,TON,392.4,1615196.88,452255.13,1,1,5.138826467
493118,824101,22,10,202309,544,1,@2523,30.29,MTS,30.29,75725,21203,1,1,4.595588235
493118,824101,22,10,202308,544,1,@2523,34.13,MTS,34.13,170650,47782,2,1,9.191176471
493118,824101,22,10,202308,544,1,@2523,41.14,MTS,41.14,102850,28798,1,1,4.595588235
493118,824101,22,10,202308,544,1,@2523,41.46,MTS,41.46,103650,29022,1,1,4.595588235
493195,754027,22,21,202309,571,1,@2523,24.08,MTS,24.08,66171.84,18528.12,1,1,4.812609457
493195,765015,22,21,202308,391,1,@2523,31.7,MTS,31.7,183265.63,51314.38,1,1,14.78580603
493196,754027,22,21,202308,546,1,@2523,38.97,MTS,38.97,122170.95,34207.87,1,1,5.741758242
493332,441911,22,27,202309,327,1,@2523,25.44,MTS,25.44,99375,27825,1,1,11.94571865
493332,442001,22,27,202308,445,1,@2523,30,MTS,30,65100,18228,1,1,4.876404494
493332,470002,22,23,202308,751,1,@2523,32,MTS,32,163000,45640,1,1,6.782623169
493332,755026,22,21,202308,574,1,@2523,25.1,MTS,25.1,268132.02,75076.98,3,1,18.61071533
493332,755026,22,21,202308,574,1,@2523,31.09,MTS,31.09,221413.66,61995.82,2,1,12.40714325
493332,755026,22,21,202308,574,1,@2523,35.92,MTS,35.92,127905.73,35813.6,1,1,6.203571332
493332,764075,22,21,202308,416,1,@2523,33.44,MTS,33.44,175037.5,49010.5,1,1,12.58263221
493332,764075,22,21,202308,416,1,@2523,39.04,MTS,39.04,204350,57218,1,1,12.58263221
493332,766014,22,21,202308,331,1,@2523,26,MTS,26,334909.12,93774.56,4,1,38.91577039
493332,835303,22,20,202309,508,1,@2523,34,MTS,34,427656.25,119743.75,2,1,24.76008858
495677,764001,22,20,202308,561,1,@2523,498,BAG,24.9,398599.2,111607.77,3,1,28.53475936
496001,825301,22,20,202309,454,1,@2523,35,TON,35,1261113,353109,7,1,79.36519824
496001,834005,22,20,202308,360,1,@2523,25,TON,25,219920,61578,2,1,24.43555556
500014,440023,36,27,202308,503,1,@2523,500,BAG,25,350000,98000,2,1,27.83300199
500019,522002,36,37,202309,351,1,@2523,440,BAG,22,83529.6,23388.29,1,1,10.81709402
500019,522503,36,37,202309,323,1,@2523,520,BAG,26,95466.8,26730.7,1,1,11.36780186
501141,422011,27,27,202309,627,1,@2523,500,BAG,25,115234.38,32265.62,1,1,7.351475598
501158,410206,36,27,202308,650,1,@2523,33.99,MTS,33.99,286790.62,80301.38,2,1,12.980769
501158,410206,36,27,202308,650,1,@2523,34.17,MTS,34.17,864928.14,242179.86,6,1,38.94230837
501158,410206,36,27,202309,650,1,@2523,51.88,MTS,51.88,218868.75,61283.25,1,1,6.490384615
501158,410501,36,27,202309,495,1,@2523,33.96,MTS,33.96,196331.25,54972.75,1,1,11.67929293
501158,411023,36,27,202309,495,1,@2523,34.4,MTS,34.4,127575.62,35721.18,1,1,7.492108292
501158,412115,36,27,202308,510,1,@2523,34.6,MTS,34.6,128371.41,35943.99,1,1,7.274816389
501158,412207,36,27,202308,461,1,@2523,34.66,MTS,34.66,128594.02,36006.32,1,1,8.048061554
501158,421003,36,27,202308,720,1,@2523,30,MTS,30,183356.25,51339.75,1,1,8.488715278
501158,422206,36,27,202309,597,1,@2523,20,MTS,20,105312.5,29487.5,1,1,8.820142379
501158,424001,36,27,202308,636,1,@2523,14,MTS,14,51843.75,14516.25,1,1,5.822523585
501158,503212,36,36,202308,316,1,@2523,15,MTS,15,82575,23121,1,1,17.42088608
501158,580023,36,29,202309,419,1,@2523,35,MTS,35,185937.5,52062.5,1,1,12.67899761
504218,431401,36,27,202308,358,1,@2523,26,MTS,26,2589849.6,725157.86,17,1,278.2391061
504218,431513,36,27,202309,387,1,@2523,29.64,MTS,29.64,300567.98,84159.03,2,1,26.20315273
505187,440027,36,27,202309,334,1,@2523,6,MTS,6,14062.5,3937.5,1,1,7.017215569
505187,441401,36,27,202308,409,1,@2523,41,MTS,41,230625,64575,1,1,13.75305623
508204,413109,36,27,202308,656,1,@2523,25,MTS,25,99609.25,27890.59,1,1,6.073734756
508204,503187,36,36,202308,377,1,@2523,31,MTS,31,169531.25,47468.76,1,1,14.50596817
508204,523111,36,37,202308,333,1,@2523,25,TON,25,136718.75,38281.25,1,1,16.42267267
508204,523114,36,37,202309,331,1,@2523,20,TON,20,202500,56700,2,1,30.58912387
508204,524344,36,37,202308,408,1,@2523,30.23,TON,30.23,236171.86,66128.12,2,1,19.1482831
508204,524344,36,37,202308,408,1,@2523,34.26,TON,34.26,401484.36,112415.61,3,1,28.7224254
508204,531026,36,37,202308,493,1,@2523,16,TON,16,489079.58,136942.28,5,1,62.00298935
508204,531149,36,37,202309,601,1,@2523,10,TON,10,57031.25,15968.75,1,1,9.489392679
508204,533408,36,37,202308,375,1,@2523,40.12,MTS,40.12,344000.52,96320.15,2,1,22.86477368
508204,535128,36,37,202309,586,1,@2523,22,TON,22,1402092.18,392585.81,10,1,108.7567623
508204,535145,36,37,202308,572,1,@2523,12,TON,12,68812.5,19267.5,1,1,10.02513112
508204,535558,36,37,202309,616,1,@2523,9.5,TON,9.5,55367.18,15502.81,1,1,9.461240602
508204,563130,36,29,202309,764,1,@2523,3,TON,3,15750,4410,1,1,6.871727749
508204,606701,36,33,202309,775,1,@2523,16,MTS,16,162500,45500,2,1,13.10483871
508204,635810,36,33,202308,652,1,@2523,31,TON,31,318718.75,89241.25,2,1,15.76878834
508218,531084,36,37,202309,447,1,@2523,36,MTS,36,8242132.5,2307797.1,43,1,512.1881991
508218,533201,36,37,202309,321,1,@2523,10,MTS,10,59493.75,16658.25,1,1,18.5338785
508218,535128,36,37,202309,607,1,@2523,36,MTS,36,2903287.5,812920.5,15,1,132.8614086
508218,638009,36,33,202308,894,1,@2523,10,MTS,10,59800,16744,1,1,6.689038031
508246,413502,36,27,202308,613,1,@2523,23,MTS,23,125781,35219,1,1,8.921271012
508246,503111,36,36,202308,308,1,@2523,3.5,TON,3.5,15859.37,4440.62,1,1,14.71184601
508246,503111,36,36,202308,308,1,@2523,35,TON,35,664453.12,186046.9,4,1,61.63758071
508246,503165,36,36,202309,359,1,@2523,32,TON,32,277500,77700,2,1,24.15564067
508246,503175,36,36,202309,355,1,@2523,18,TON,18,156093,43706.04,2,1,24.42769953
508246,503207,36,36,202309,408,1,@2523,24.5,MTS,24.5,139728.4,39123.96,1,1,13.97843137
508246,503230,36,36,202309,364,1,@2523,6,MTS,6,34219.2,9581.38,1,1,15.66813187
508246,504301,36,36,202309,337,1,@2523,15,MTS,15,85548,23953.44,1,1,16.92344214
508246,505301,36,36,202308,323,1,@2523,36,TON,36,652500,182704,4,1,56.11455108
508246,523111,36,37,202309,335,1,@2523,3,TON,3,13359,3740.52,1,1,13.29253731
508246,524101,36,37,202308,428,1,@2523,17.5,TON,17.5,68359.37,19140.62,1,1,9.126751669
508246,524135,36,37,202309,310,1,@2523,14,TON,14,65625,18375,1,1,15.12096774
508246,533244,36,37,202309,303,1,@2523,5,TON,5,27344,7656,1,1,18.04884488
508246,533342,36,37,202309,301,1,@2523,2.5,MTS,2.5,15820.5,4429.74,1,1,21.02392027
508246,583237,36,29,202308,589,1,@2523,30,TON,30,150000,42000,1,1,8.488964346
508246,604304,36,33,202308,691,1,@2523,38.76,MTS,38.76,128695.22,36034.66,1,1,4.805079759
508246,752079,36,21,202308,858,1,@2523,20,MTS,20,113437,31763,1,1,6.610547786
508246,754200,36,21,202309,974,2,@2523,1380.9,MTS,1380.9,3793332.3,1062133.04,1,1,2.820328542
508355,505327,36,36,202308,400,1,@2523,8,MTS,8,138370,38743.6,3,1,43.240625
508355,755019,36,21,202308,1005,1,@2523,32,MTS,32,576004.95,161281.4,5,1,17.91060168
515408,641663,33,33,202309,619,1,@2523,39.84,TON,39.84,143175,40089,1,1,5.805735057
515408,560083,37,29,202309,310,1,@2523,36,MTS,36,114732,32124.96,1,1,10.28064516
515408,572227,37,29,202309,400,1,@2523,6,MTS,6,33281.25,9318.75,1,1,13.8671875
515408,577134,37,29,202308,380,1,@2523,36,MTS,36,194062.5,54337.5,1,1,14.18585526
515408,581123,37,29,202309,340,1,@2523,7.5,MTS,7.5,44531.24,12468.75,1,1,17.46323137
515408,607303,37,33,202309,640,1,@2523,10,MTS,10,114062.5,31937.5,2,1,17.82226563
515408,635111,37,33,202308,398,1,@2523,26,MTS,26,132031.24,36968.75,1,1,12.75910707
515408,635207,37,33,202308,419,1,@2523,26,MTS,26,148281.24,41518.75,1,1,13.61127593
515408,635301,37,33,202308,459,1,@2523,13,MTS,13,49364.01,13821.99,1,1,8.272835596
515408,635851,37,33,202308,431,1,@2523,7,MTS,7,35000,9800,1,1,11.60092807
515408,636701,37,33,202309,428,1,@2523,32,MTS,32,1604230.16,449183.84,13,1,117.1312909
515408,637102,37,33,202308,498,1,@2523,35,MTS,35,164062.5,45937.5,1,1,9.412650602
515408,637211,37,33,202309,580,1,@2523,7,MTS,7,41562.5,11637.5,1,1,10.23706897
515408,670011,37,32,202308,643,2,@2523,639,MTS,639,5491406.24,1537593.76,2,1,13.36508551
515415,571426,37,29,202308,420,1,@2523,36,MTS,36,196875,55125,1,1,13.02083333
515415,572201,37,29,202309,386,1,@2523,31,MTS,31,157421.88,44078.13,1,1,13.15576467
515415,600056,37,33,202308,413,1,@2523,40.08,MTS,40.08,619987.5,173596.5,3,1,37.45460048
515415,631501,37,33,202309,364,1,@2523,2.24,MTS,2.24,10850,3038,1,1,13.30700549
515415,641402,37,33,202309,626,1,@2523,40.94,MTS,40.94,242918.72,68017.25,1,1,9.478482498
515415,671316,37,32,202308,647,1,@2523,39.4,MTS,39.4,258562.5,72397.5,1,1,10.14296754
516289,600077,37,33,202308,319,1,@2523,40.14,MTS,40.14,126864.88,35522.17,1,1,9.907711724
516289,600077,37,33,202309,319,1,@2523,40.84,MTS,40.84,258154.54,72283.28,2,1,19.81542314
516289,609001,37,33,202308,496,1,@2523,43.16,MTS,43.16,215800,60424,1,1,10.08064516
516309,600120,37,33,202309,325,1,@2523,30.72,MTS,30.72,83496.01,23378.88,1,1,8.362981771
516310,524401,37,37,202309,325,1,@2523,30,MTS,30,140625,39375,1,1,14.42307692
516310,560064,37,29,202309,330,1,@2523,36.86,MTS,36.86,172781.25,48378.75,1,1,14.20454545
516310,560078,37,29,202308,321,1,@2523,25,MTS,25,126953.13,35546.88,1,1,15.81970467
516310,560081,37,29,202308,338,1,@2523,31,MTS,31,450468.75,126131.25,3,1,42.99186391
516310,570012,37,29,202309,435,1,@2523,38,MTS,38,3681250,1030750,20,1,222.7011494
516310,577548,37,29,202309,487,1,@2523,24,MTS,24,116250,32550,1,1,9.946098563
516310,600014,37,33,202309,325,1,@2523,29.04,MTS,29.04,138393.75,38750.25,1,1,14.66346154
516310,600120,37,33,202309,342,2,@2523,682.07,MTS,682.07,4221288.94,1181960.88,2,1,18.09630993
516311,571107,29,29,202309,531,1,@2523,700,BAG,35,185937.5,52062.5,1,1,10.0047081
516311,560048,37,29,202309,334,1,@2523,40.7,TON,40.7,207896,58210.77,1,1,15.2934426
516311,560067,37,29,202308,321,2,@2523,590.1,TON,590.1,2563394,717750.43,1,1,13.53270817
516311,560074,37,29,202309,357,1,@2523,33,TON,33,201094,56306,1,1,17.06934895
516311,572211,37,29,202309,412,1,@2523,37.46,TON,37.46,136542,38232,1,1,8.847106817
516311,577523,37,29,202309,326,1,@2523,15,TON,15,91875,25725,1,1,18.78834356
516311,636013,37,33,202309,481,1,@2523,34.26,TON,34.26,168623,47215,1,1,10.23256181
516433,500043,37,36,202308,410,1,@2523,36,MTS,36,208125,58275,1,1,14.10060976
516433,500083,37,36,202309,415,1,@2523,6,MTS,6,33282,9318.96,2,1,13.36626506
516433,560066,37,29,202309,327,1,@2523,2,MTS,2,10625,2975,1,1,16.24617737
516433,570007,37,29,202309,470,1,@2523,28.31,MTS,28.31,123856.25,34679.75,1,1,9.308510638
516433,580030,37,29,202309,410,1,@2523,25,MTS,25,135449.1,37925.75,1,1,13.21454634
516433,591223,37,29,202309,565,1,@2523,13,MTS,13,69062.5,19337.5,1,1,9.402654867
518123,636115,37,33,202309,514,1,@2523,34.16,MTS,34.16,140056,39215.68,1,1,7.976653696
518123,636115,37,33,202308,514,1,@2523,34.88,MTS,34.88,143008,40042.24,1,1,7.976653696
518124,502032,37,36,202308,310,1,@2523,36.06,MTS,36.06,703867.75,197082.95,5,1,62.96564418
518124,502032,37,36,202308,310,1,@2523,39.12,MTS,39.12,152719.39,42761.43,1,1,12.59312867
518124,563114,37,29,202309,379,1,@2523,4.94,MTS,4.94,24700,6916,1,1,13.19261214
518124,563114,37,29,202309,379,1,@2523,43,MTS,43,211640.41,59259.31,1,1,12.98646438
518124,563130,37,29,202308,343,1,@2523,34.44,MTS,34.44,174890.45,48969.33,1,1,14.80501434
518124,571602,37,29,202308,511,1,@2523,18,MTS,18,102937.5,28822.5,1,1,11.19129159
518124,580024,37,29,202309,380,1,@2523,31.44,MTS,31.44,162112.5,45391.5,1,1,13.56907895
518124,606803,37,33,202308,376,1,@2523,10,MTS,10,50562.5,14157.5,1,1,13.4474734
518124,608001,37,33,202308,556,1,@2523,21,MTS,21,102900,28812,1,1,8.81294964
518124,636010,37,33,202309,532,1,@2523,40,MTS,40,410750.4,115010.12,2,1,19.30218045
518124,636705,37,33,202309,468,1,@2523,30,MTS,30,102474.58,28692.88,1,1,7.298759259
518124,637303,37,33,202308,572,1,@2523,25,MTS,25,132265.75,37034.41,1,1,9.249353147
518124,638752,37,33,202309,630,1,@2523,10,MTS,10,51343.8,14376.26,1,1,8.149809524
518124,639008,37,33,202309,625,1,@2523,2,MTS,2,7123.64,1994.62,1,1,5.698912
518220,560105,37,29,202309,339,1,@2523,1,MTS,1,5578,1562,1,1,16.45427729
518220,563101,37,29,202308,315,1,@2523,15,MTS,15,83672,23428,1,1,17.70835979
518220,572123,37,29,202308,380,1,@2523,36,MTS,36,1272372,356268,6,1,93.00964912
518220,572223,37,29,202309,370,1,@2523,6,MTS,6,33469,9371,1,1,15.07612613
518220,602023,37,33,202309,379,1,@2523,18.5,MTS,18.5,98281,27519,1,1,14.01711474
518220,636204,37,33,202308,510,1,@2523,36,MTS,36,200812,56228,1,1,10.93747277
518220,636803,37,33,202309,456,1,@2523,25,MTS,25,139453,39047,1,1,12.2327193
518220,638109,37,33,202308,589,1,@2523,27,MTS,27,163266,45714,1,1,10.26636484
518220,641025,37,33,202308,670,1,@2523,17.5,MTS,17.5,105820,29630,1,1,9.025159915
518220,673582,37,32,202308,652,1,@2523,36,MTS,36,202500,56700,1,1,8.627300613
518508,506002,37,36,202309,430,1,@2523,30,MTS,30,464648.44,130101.56,4,1,36.01925891
518508,572125,37,29,202309,413,1,@2523,36,MTS,36,171562.5,48037.5,1,1,11.53904358
518508,572138,37,29,202309,389,1,@2523,39.14,MTS,39.14,189584.37,53083.63,1,1,12.45179916
518508,577001,37,29,202309,424,1,@2523,29.82,MTS,29.82,144440.62,40443.38,1,1,11.42393828
518508,641605,37,33,202308,727,1,@2523,19,MTS,19,73298.44,20523.56,1,1,5.306482299
521137,500032,37,36,202309,326,1,@2523,520,BAG,26,127968.75,35831.25,1,1,15.09777607
521175,503001,37,36,202308,372,1,@2523,31.54,MTS,31.54,142915.63,40016.38,1,1,12.18078
521175,503112,37,36,202308,313,1,@2523,35.84,MTS,35.84,173600,48608,1,1,15.47523962
521175,505302,37,36,202308,339,1,@2523,32,MTS,32,180000,50400,1,1,16.59292035
521175,530026,37,37,202308,456,1,@2523,35,MTS,35,147656.25,41343.76,1,1,9.251644737
521175,532290,37,37,202309,692,1,@2523,16,MTS,16,93750.08,26250.04,1,1,8.467312139
521175,535250,37,37,202308,533,1,@2523,30.22,MTS,30.22,146378.13,40985.88,1,1,9.08771138
521457,431203,37,27,202308,751,1,@2523,26,MTS,26,443724,124242,4,1,22.72477722
521457,505307,37,36,202308,366,1,@2523,23.5,MTS,23.5,135859.38,38040.63,1,1,15.79576561
521457,600019,37,33,202309,532,1,@2523,35.28,MTS,35.28,829350,232215,5,1,44.18731778
521457,631004,37,33,202308,555,1,@2523,30.22,MTS,30.22,340416.82,95316,2,1,20.29661283
522414,502286,37,36,202308,352,1,@2523,32,TON,32,109000,30520,1,1,9.676846591
522414,505325,37,36,202309,412,1,@2523,35.9,MTS,35.9,162671.88,45548.13,1,1,10.99817995
522414,524401,37,37,202308,404,1,@2523,32,TON,32,147500,41300,1,1,11.40934406
522414,531031,37,37,202308,472,1,@2523,25.92,MTS,25.92,75168,21047.04,1,1,6.144067797
522414,531031,37,37,202309,472,1,@2523,31.38,MTS,31.38,91002,25480.56,1,1,6.144067797
522414,531031,37,37,202309,472,1,@2523,42.2,MTS,42.2,122380,34266.4,1,1,6.144067797
522414,533001,37,37,202308,352,1,@2523,32,MTS,32,145000,40600,1,1,12.87286932
522414,533295,37,37,202308,386,1,@2523,35.5,MTS,35.5,202460.94,56689.06,1,1,14.77493542
522414,533401,37,37,202308,410,1,@2523,35.01,TON,35.01,109406.25,30633.76,1,1,7.62195122
522414,535001,37,37,202308,567,1,@2523,25.5,MTS,25.5,149414.05,41835.94,1,1,10.33399384
522414,535216,37,37,202308,560,1,@2523,10,MTS,10,58593.74,16406.24,1,1,10.46316786
522421,502220,37,36,202309,336,1,@2523,42.44,MTS,42.44,165781.25,46418.75,1,1,11.62574405
522421,524132,37,37,202309,371,1,@2523,10,MTS,10,109375,30625,2,1,29.48113208
522421,524132,37,37,202309,371,1,@2523,32,MTS,32,185000,51800,1,1,15.5828841
522421,524322,37,37,202308,301,1,@2523,15,MTS,15,154687.5,43312.52,2,1,34.26079734
522421,533408,37,37,202309,404,1,@2523,35.96,MTS,35.96,139064.15,38937.96,1,1,9.57225231
522421,560097,37,29,202309,604,1,@2523,9,MTS,9,49218.75,13781.25,1,1,9.054221854
522426,524344,37,37,202309,315,1,@2523,5,MTS,5,31250,8750,1,1,19.84126984
522437,517001,37,37,202309,462,1,@2523,34.42,TON,34.42,311931.24,87340.76,2,1,19.61580024
522437,517167,37,37,202309,457,1,@2523,38.24,TON,38.24,170287.5,47680.5,1,1,9.744256018
522437,600052,37,33,202309,418,1,@2523,34.8,TON,34.8,163125,45675,1,1,11.21411483
522614,516267,37,37,202309,370,1,@2523,30,BAG,1.5,630468.7,176531.3,6,1,1135.97964
531031,764058,37,21,202308,309,1,@2523,31,TON,31,384597.61,107687.32,3,1,40.15007934
531055,752002,37,21,202309,524,1,@2523,13,MTS,13,52234,14625.52,1,1,7.667938931
531055,754200,37,21,202309,531,1,@2523,30,MTS,30,1361556,381235.68,11,1,85.47118644
531055,761132,37,21,202308,414,1,@2523,11,MTS,11,56718.75,15881.25,1,1,12.45471014
531055,764044,37,21,202309,337,1,@2523,25,MTS,25,164843.75,46156.25,1,1,19.56602374
560088,583201,29,29,202308,324,1,@2523,300,NOS,,93750,26250,1,1,#DIV/0!
561213,576222,29,29,202308,468,1,@2523,18,TON,18,104062.5,29137.5,1,1,12.35309829
561213,671324,29,32,202308,379,1,@2523,40,TON,40,164512.48,46063.49,1,1,10.8517467
562162,576103,29,29,202309,384,1,@2523,500,BAG,25,468750,131250,3,1,48.828125
583115,581306,29,29,202309,373,1,@2523,27,TON,27,145546.88,40753.12,1,1,14.45207824
585211,410218,29,27,202308,550,1,@2523,34.32,MTS,34.32,2311795.2,647302.72,16,1,122.4727273
585211,411028,29,27,202309,452,1,@2523,29.2,MTS,29.2,171093.9,47906.29,1,1,12.96323039
585211,411033,29,27,202308,452,1,@2523,28.92,MTS,28.92,169453.27,47446.92,1,1,12.96323012
585211,411037,29,27,202308,415,1,@2523,29.86,MTS,29.86,377131.8,105596.91,3,1,30.43373494
585211,411037,29,27,202308,415,1,@2523,35.56,MTS,35.56,149707.6,41918.13,1,1,10.14457831
585211,561208,29,29,202308,477,1,@2523,21,MTS,21,126327.6,35371.72,1,1,12.61132075
585222,411057,29,27,202309,464,1,@2523,35.07,MTS,35.07,613725,171843,3,1,37.71551724
585222,412105,29,27,202309,463,1,@2523,30.06,MTS,30.06,173784.38,48659.63,1,1,12.48650144
